"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should_enforce_immutability","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","5","should_add[pet17]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet20]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_assert_equality","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SelfTests","self_tests","",""
"","0","should_raise_exception","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","5","should_add[pet21]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"
Verifies that RabbitMQ is running and can publish/consume a message directly using pika.
","25","should_have_a_working_rabbitmq","qa-pytest-rabbitmq.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","QueueHandlerTests","queue_handler_tests","",""
"","4","should_add[pet34]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_iterate_lazily","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","stream_utils_tests","",""
"","120","should_sleep_for_specified_duration","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","thread_utils_tests","",""
"","4","should_add[pet85]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet1]","qa-pytest-examples.tests","Wed Jun 25 05:49:07 UTC 2025","passed","Wed Jun 25 05:49:07 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_assert_from_tuple_with_vanilla_class","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","tuple_utils_tests","",""
"","4","should_add[pet32]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_read_lines_handles_split_lines","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","3","should_add[pet2]","qa-pytest-examples.tests","Wed Jun 25 05:49:07 UTC 2025","passed","Wed Jun 25 05:49:07 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet74]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet87]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet14]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet51]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet36]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_match_item_in_iterator","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","4","should_add[pet29]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_not_stream","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","stream_utils_tests","",""
"","1","should_convert_to_dict_and_flatten","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","4","should_add[pet26]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet76]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet60]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet70]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_raise_invalid_exception","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","1","should_provide_log_property_with_logger_mixin","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","logger_tests","",""
"","4","should_add[pet88]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","6","should_add[pet39]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet90]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet83]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_adapt_object","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","5","should_add[pet42]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet61]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_fail_not_within_dates[None-start_date0-end_date0]","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","5","should_add[pet7]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet80]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet82]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet95]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_return_result_when_swallow_decorator_and_no_exception","qa-testing-utils.tests","Wed Jun 25 05:48:53 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","","exception_utils_tests","",""
"","4","should_add[pet38]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_return_nothing_when_exception_is_raised","qa-testing-utils.tests","Wed Jun 25 05:48:53 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","","exception_utils_tests","",""
"","4","should_add[pet73]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet50]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet5]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet44]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"
Proves than iterators/streams are lazily consumed, in this case Foo(other)
is not verified at all. If the items are yielded from a communication
channel or file, it means skipping unnecessary items.
","0","should_adapt_stream","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","1","should_match_iterator_yielding_all","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","1","should_assert_from_tuple_with_frozen_dataclass","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","tuple_utils_tests","",""
"","3","should_add[pet49]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet77]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","157","should_extract_files_from_tar","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","4","should_add[pet81]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet16]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"Test retry logic for a function that may fail multiple times.","1","should_retry","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SelfTests","self_tests","",""
"demonstrates lazy consumption","0","should_stream0","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","stream_utils_tests","",""
"","2","should_swallow_exception","qa-pytest-commons.tests","Wed Jun 25 05:48:53 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","BddScenarioTests","bdd_scenario_tests","",""
"","4","should_add[pet40]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_be_singleton","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","object_utils_tests","",""
"","1","should_fail","qa-pytest-commons.tests","Wed Jun 25 05:48:53 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","BddScenarioTests","bdd_scenario_tests","",""
"Test that print statement works (placeholder/self-test).","1","should_print","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SelfTests","self_tests","",""
"","1002","should_work","qa-pytest-commons.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","BddScenarioTests","bdd_scenario_tests","",""
"","1","should_return_none_when_swallow_decorator_and_exception","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","exception_utils_tests","",""
"","5","should_add[pet79]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet22]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet86]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet75]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","8","should_add[pet24]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","0","should_adapt_sequence","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","matchers_tests","",""
"","5","should_add[pet57]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet18]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet28]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","3","should_add[pet27]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_collect","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","stream_utils_tests","",""
"","4","should_add[pet43]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"
Tests publishing and consuming messages using QueueHandler, ensuring all messages are received.
","1020","should_publish_and_retrieve","qa-pytest-rabbitmq.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:53 UTC 2025","QueueHandlerTests","queue_handler_tests","",""
"Test that a traced assertion passes (decorator coverage).","1","should_assert_true","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SelfTests","self_tests","",""
"","5","should_add[pet78]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_decompress_xz_stream","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","4","should_add[pet71]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet33]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet11]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet94]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","1","should_crc32_of_file","qa-testing-utils.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","","file_utils_tests","",""
"","3","should_add[pet91]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet13]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","5","should_add[pet58]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
"","4","should_add[pet93]","qa-pytest-examples.tests","Wed Jun 25 05:48:52 UTC 2025","passed","Wed Jun 25 05:48:52 UTC 2025","SwaggerPetstoreMockedTests","swagger_petstore_mocked_tests","",""
